bin,py_i,py_q,rtl_i,rtl_q,py_mag,rtl_mag,diff_i,diff_q
686,-2,-2,-2,-2,4,4,0,0
687,0,-2,0,-2,2,2,0,0
688,-1,-2,-1,-2,3,3,0,0
689,-1,-2,-1,-2,3,3,0,0
690,-2,-1,-2,-1,3,3,0,0
691,-2,-2,-2,-2,4,4,0,0
692,-2,-1,-2,-1,3,3,0,0
693,0,-1,0,-1,1,1,0,0
694,0,0,0,0,0,0,0,0
695,0,-1,0,-1,1,1,0,0
696,-1,-1,-1,-1,2,2,0,0
697,-1,-1,-1,-1,2,2,0,0
698,1,-1,1,-1,2,2,0,0
699,1,-2,1,-2,3,3,0,0
700,0,-2,0,-2,2,2,0,0
701,0,-1,0,-1,1,1,0,0
702,0,-2,0,-2,2,2,0,0
703,0,-2,0,-2,2,2,0,0
704,0,-1,0,-1,1,1,0,0
705,-1,-2,-1,-2,3,3,0,0
706,0,-1,0,-1,1,1,0,0
707,0,-1,0,-1,1,1,0,0
708,0,-1,0,-1,1,1,0,0
709,0,0,0,0,0,0,0,0
710,1,0,1,0,1,1,0,0
711,0,-1,0,-1,1,1,0,0
712,0,-2,0,-2,2,2,0,0
713,-1,0,-1,0,1,1,0,0
714,0,1,0,1,1,1,0,0
715,0,-1,0,-1,1,1,0,0
716,0,0,0,0,0,0,0,0
717,0,-1,0,-1,1,1,0,0
718,0,-1,0,-1,1,1,0,0
719,-2,-1,-2,-1,3,3,0,0
720,-2,-2,-2,-2,4,4,0,0
721,-1,-2,-1,-2,3,3,0,0
722,-2,0,-2,0,2,2,0,0
723,-2,-1,-2,-1,3,3,0,0
724,-2,-2,-2,-2,4,4,0,0
725,-1,-1,-1,-1,2,2,0,0
726,-2,-1,-2,-1,3,3,0,0
727,-2,-1,-2,-1,3,3,0,0
728,-1,-2,-1,-2,3,3,0,0
729,-2,-1,-2,-1,3,3,0,0
730,-2,-2,-2,-2,4,4,0,0
731,-2,-2,-2,-2,4,4,0,0
732,-1,-1,-1,-1,2,2,0,0
733,-2,-2,-2,-2,4,4,0,0
734,-2,-2,-2,-2,4,4,0,0
735,-2,-1,-2,-1,3,3,0,0
736,-2,-1,-2,-1,3,3,0,0
737,-2,-2,-2,-2,4,4,0,0
738,-1,-2,-1,-2,3,3,0,0
739,-1,-2,-1,-2,3,3,0,0
740,-2,-2,-2,-2,4,4,0,0
741,-1,-2,-1,-2,3,3,0,0
742,-1,-2,-1,-2,3,3,0,0
743,-2,-2,-2,-2,4,4,0,0
744,-1,-3,-1,-3,4,4,0,0
745,0,-2,0,-2,2,2,0,0
746,-1,-2,-1,-2,3,3,0,0
747,-1,-2,-1,-2,3,3,0,0
748,0,-1,0,-1,1,1,0,0
749,0,-2,0,-2,2,2,0,0
750,0,0,0,0,0,0,0,0
751,0,-2,0,-2,2,2,0,0
752,0,-2,0,-2,2,2,0,0
753,0,-2,0,-2,2,2,0,0
754,-1,-2,-1,-2,3,3,0,0
755,0,-1,0,-1,1,1,0,0
756,0,-1,0,-1,1,1,0,0
757,0,-2,0,-2,2,2,0,0
758,0,0,0,0,0,0,0,0
759,-1,-1,-1,-1,2,2,0,0
760,0,0,0,0,0,0,0,0
761,0,0,0,0,0,0,0,0
762,0,0,0,0,0,0,0,0
763,-1,-1,-1,-1,2,2,0,0
764,0,0,0,0,0,0,0,0
765,-1,1,-1,1,2,2,0,0
766,-1,0,-1,0,1,1,0,0
767,-2,0,-2,0,2,2,0,0
768,-1,1,-1,1,2,2,0,0
769,-1,0,-1,0,1,1,0,0
770,-2,0,-2,0,2,2,0,0
771,-1,0,-1,0,1,1,0,0
772,-1,-1,-1,-1,2,2,0,0
773,-3,-1,-3,-1,4,4,0,0
774,-2,-1,-2,-1,3,3,0,0
775,-2,-1,-2,-1,3,3,0,0
776,-3,-1,-3,-1,4,4,0,0
777,-3,-1,-3,-1,4,4,0,0
778,-2,-1,-2,-1,3,3,0,0
779,-2,-1,-2,-1,3,3,0,0
780,-2,-1,-2,-1,3,3,0,0
781,-2,-1,-2,-1,3,3,0,0
782,-2,-1,-2,-1,3,3,0,0
783,-2,-1,-2,-1,3,3,0,0
784,-3,-1,-3,-1,4,4,0,0
785,-1,-1,-1,-1,2,2,0,0
786,-1,-2,-1,-2,3,3,0,0
787,-2,-2,-2,-2,4,4,0,0
788,-1,-2,-1,-2,3,3,0,0
789,-1,-2,-1,-2,3,3,0,0
790,-1,-3,-1,-3,4,4,0,0
791,0,-3,0,-3,3,3,0,0
792,0,-2,0,-2,2,2,0,0
793,0,-3,0,-3,3,3,0,0
794,0,-3,0,-3,3,3,0,0
795,-1,-3,-1,-3,4,4,0,0
796,-1,-3,-1,-3,4,4,0,0
797,0,-3,0,-3,3,3,0,0
798,-2,-2,-2,-2,4,4,0,0
799,-1,-1,-1,-1,2,2,0,0
800,-1,0,-1,0,1,1,0,0
801,0,-2,0,-2,2,2,0,0
802,0,-1,0,-1,1,1,0,0
803,0,-1,0,-1,1,1,0,0
804,0,0,0,0,0,0,0,0
805,0,0,0,0,0,0,0,0
806,2,-1,2,-1,3,3,0,0
807,1,-1,1,-1,2,2,0,0
808,-1,0,-1,0,1,1,0,0
809,-1,0,-1,0,1,1,0,0
810,0,0,0,0,0,0,0,0
811,0,-1,0,-1,1,1,0,0
812,-2,-1,-2,-1,3,3,0,0
813,-2,0,-2,0,2,2,0,0
814,-1,0,-1,0,1,1,0,0
815,-1,0,-1,0,1,1,0,0
816,-1,-1,-1,-1,2,2,0,0
817,-3,-2,-3,-2,5,5,0,0
818,-2,-1,-2,-1,3,3,0,0
819,-2,-1,-2,-1,3,3,0,0
820,-1,0,-1,0,1,1,0,0
821,-1,-1,-1,-1,2,2,0,0
822,-1,-1,-1,-1,2,2,0,0
823,-2,-2,-2,-2,4,4,0,0
824,-2,-3,-2,-3,5,5,0,0
825,-2,-2,-2,-2,4,4,0,0
826,-2,-2,-2,-2,4,4,0,0
827,-2,-1,-2,-1,3,3,0,0
828,-3,-1,-3,-1,4,4,0,0
829,-2,-2,-2,-2,4,4,0,0
830,-2,-2,-2,-2,4,4,0,0
831,-2,-1,-2,-1,3,3,0,0
832,-1,-2,-1,-2,3,3,0,0
833,0,-2,0,-2,2,2,0,0
834,-1,-3,-1,-3,4,4,0,0
835,-1,-3,-1,-3,4,4,0,0
836,-1,-3,-1,-3,4,4,0,0
837,-1,-2,-1,-2,3,3,0,0
838,-1,-1,-1,-1,2,2,0,0
839,0,-2,0,-2,2,2,0,0
840,-1,-3,-1,-3,4,4,0,0
841,0,-2,0,-2,2,2,0,0
842,0,-1,0,-1,1,1,0,0
843,0,-3,0,-3,3,3,0,0
844,-1,-2,-1,-2,3,3,0,0
845,-1,-2,-1,-2,3,3,0,0
846,-1,-1,-1,-1,2,2,0,0
847,-1,-1,-1,-1,2,2,0,0
848,-1,-1,-1,-1,2,2,0,0
849,0,-1,0,-1,1,1,0,0
850,-1,0,-1,0,1,1,0,0
851,-1,0,-1,0,1,1,0,0
852,0,0,0,0,0,0,0,0
853,0,0,0,0,0,0,0,0
854,0,-1,0,-1,1,1,0,0
855,0,0,0,0,0,0,0,0
856,-1,0,-1,0,1,1,0,0
857,-3,0,-3,0,3,3,0,0
858,-2,1,-2,1,3,3,0,0
859,-1,0,-1,0,1,1,0,0
860,-2,0,-2,0,2,2,0,0
861,-2,1,-2,1,3,3,0,0
862,-2,1,-2,1,3,3,0,0
863,-1,0,-1,0,1,1,0,0
864,-2,0,-2,0,2,2,0,0
865,-2,0,-2,0,2,2,0,0
866,-2,-1,-2,-1,3,3,0,0
867,-2,-1,-2,-1,3,3,0,0
868,-3,0,-3,0,3,3,0,0
869,-2,-1,-2,-1,3,3,0,0
870,-3,-1,-3,-1,4,4,0,0
871,-2,-1,-2,-1,3,3,0,0
872,-2,-1,-2,-1,3,3,0,0
873,-2,-2,-2,-2,4,4,0,0
874,-2,-2,-2,-2,4,4,0,0
875,-1,-1,-1,-1,2,2,0,0
876,-2,-2,-2,-2,4,4,0,0
877,-1,-2,-1,-2,3,3,0,0
878,-1,-2,-1,-2,3,3,0,0
879,-2,-2,-2,-2,4,4,0,0
880,-2,-2,-2,-2,4,4,0,0
881,-1,-3,-1,-3,4,4,0,0
882,-2,-2,-2,-2,4,4,0,0
883,-1,-2,-1,-2,3,3,0,0
884,0,-2,0,-2,2,2,0,0
885,-1,-1,-1,-1,2,2,0,0
886,1,-2,1,-2,3,3,0,0
887,0,-1,0,-1,1,1,0,0
888,0,-2,0,-2,2,2,0,0
889,0,-2,0,-2,2,2,0,0
890,0,-1,0,-1,1,1,0,0
891,0,-2,0,-2,2,2,0,0
892,0,-1,0,-1,1,1,0,0
893,-1,-1,-1,-1,2,2,0,0
894,-1,-1,-1,-1,2,2,0,0
895,0,-1,0,-1,1,1,0,0
896,0,-1,0,-1,1,1,0,0
897,0,-1,0,-1,1,1,0,0
898,-1,0,-1,0,1,1,0,0
899,0,0,0,0,0,0,0,0
900,0,-1,0,-1,1,1,0,0
901,1,0,1,0,1,1,0,0
902,-1,0,-1,0,1,1,0,0
903,-1,-1,-1,-1,2,2,0,0
904,-1,-1,-1,-1,2,2,0,0
905,-1,-1,-1,-1,2,2,0,0
906,0,0,0,0,0,0,0,0
907,-2,-1,-2,-1,3,3,0,0
908,-1,0,-1,0,1,1,0,0
909,-1,0,-1,0,1,1,0,0
910,-3,-1,-3,-1,4,4,0,0
911,-3,0,-3,0,3,3,0,0
912,-1,-1,-1,-1,2,2,0,0
913,-1,-1,-1,-1,2,2,0,0
914,-2,-2,-2,-2,4,4,0,0
915,-2,-2,-2,-2,4,4,0,0
916,-3,-1,-3,-1,4,4,0,0
917,-2,-1,-2,-1,3,3,0,0
918,-2,-2,-2,-2,4,4,0,0
919,-1,-2,-1,-2,3,3,0,0
920,-1,-2,-1,-2,3,3,0,0
921,-1,-2,-1,-2,3,3,0,0
922,-1,-2,-1,-2,3,3,0,0
923,-1,-2,-1,-2,3,3,0,0
924,-1,-3,-1,-3,4,4,0,0
925,-1,-2,-1,-2,3,3,0,0
926,-1,-2,-1,-2,3,3,0,0
927,0,-2,0,-2,2,2,0,0
928,-1,-2,-1,-2,3,3,0,0
929,0,-2,0,-2,2,2,0,0
930,0,-1,0,-1,1,1,0,0
931,0,-2,0,-2,2,2,0,0
932,0,-2,0,-2,2,2,0,0
933,1,-2,1,-2,3,3,0,0
934,0,-2,0,-2,2,2,0,0
935,0,-1,0,-1,1,1,0,0
936,1,-1,1,-1,2,2,0,0
937,0,-2,0,-2,2,2,0,0
938,0,-1,0,-1,1,1,0,0
939,0,-1,0,-1,1,1,0,0
940,0,-1,0,-1,1,1,0,0
941,0,0,0,0,0,0,0,0
942,0,-1,0,-1,1,1,0,0
943,0,0,0,0,0,0,0,0
944,0,-1,0,-1,1,1,0,0
945,1,-2,1,-2,3,3,0,0
946,-1,-1,-1,-1,2,2,0,0
947,-1,-1,-1,-1,2,2,0,0
948,-2,-1,-2,-1,3,3,0,0
949,-2,-1,-2,-1,3,3,0,0
950,-1,0,-1,0,1,1,0,0
951,-1,-1,-1,-1,2,2,0,0
952,-2,0,-2,0,2,2,0,0
953,-2,-1,-2,-1,3,3,0,0
954,-1,0,-1,0,1,1,0,0
955,-2,0,-2,0,2,2,0,0
956,-2,-1,-2,-1,3,3,0,0
957,-2,-1,-2,-1,3,3,0,0
958,-1,-1,-1,-1,2,2,0,0
959,-2,-2,-2,-2,4,4,0,0
960,-1,-1,-1,-1,2,2,0,0
961,-2,-1,-2,-1,3,3,0,0
962,-1,-1,-1,-1,2,2,0,0
963,-3,-2,-3,-2,5,5,0,0
964,-3,0,-3,0,3,3,0,0
965,-2,0,-2,0,2,2,0,0
966,0,-1,0,-1,1,1,0,0
967,-1,-2,-1,-2,3,3,0,0
968,-1,-2,-1,-2,3,3,0,0
969,-2,-2,-2,-2,4,4,0,0
970,-1,-3,-1,-3,4,4,0,0
971,0,-2,0,-2,2,2,0,0
972,-1,-2,-1,-2,3,3,0,0
973,-1,-2,-1,-2,3,3,0,0
974,-1,-3,-1,-3,4,4,0,0
975,-1,-3,-1,-3,4,4,0,0
976,0,-2,0,-2,2,2,0,0
977,0,0,0,0,0,0,0,0
978,0,-1,0,-1,1,1,0,0
979,-1,-2,-1,-2,3,3,0,0
980,0,-2,0,-2,2,2,0,0
981,0,-1,0,-1,1,1,0,0
982,0,-1,0,-1,1,1,0,0
983,0,0,0,0,0,0,0,0
984,1,-1,1,-1,2,2,0,0
985,-1,-1,-1,-1,2,2,0,0
986,0,-1,0,-1,1,1,0,0
987,-1,-1,-1,-1,2,2,0,0
988,-1,0,-1,0,1,1,0,0
989,0,0,0,0,0,0,0,0
990,0,0,0,0,0,0,0,0
991,0,-1,0,-1,1,1,0,0
992,-1,0,-1,0,1,1,0,0
993,-2,0,-2,0,2,2,0,0
994,-2,1,-2,1,3,3,0,0
995,-1,1,-1,1,2,2,0,0
996,-1,1,-1,1,2,2,0,0
997,-2,0,-2,0,2,2,0,0
998,-1,-1,-1,-1,2,2,0,0
999,-2,0,-2,0,2,2,0,0
1000,-1,1,-1,1,2,2,0,0
1001,-2,0,-2,0,2,2,0,0
1002,-2,-1,-2,-1,3,3,0,0
1003,-2,0,-2,0,2,2,0,0
1004,-1,0,-1,0,1,1,0,0
1005,-2,-1,-2,-1,3,3,0,0
1006,-2,0,-2,0,2,2,0,0
1007,-1,0,-1,0,1,1,0,0
1008,-1,-1,-1,-1,2,2,0,0
1009,-2,0,-2,0,2,2,0,0
1010,-2,-1,-2,-1,3,3,0,0
1011,-1,-1,-1,-1,2,2,0,0
1012,-1,-1,-1,-1,2,2,0,0
1013,-2,-1,-2,-1,3,3,0,0
1014,-2,-2,-2,-2,4,4,0,0
1015,-1,-2,-1,-2,3,3,0,0
1016,-1,-2,-1,-2,3,3,0,0
1017,-1,-2,-1,-2,3,3,0,0
1018,0,0,0,0,0,0,0,0
1019,0,-2,0,-2,2,2,0,0
1020,0,-1,0,-1,1,1,0,0
1021,0,-1,0,-1,1,1,0,0
1022,-1,-2,-1,-2,3,3,0,0
1023,-2,-1,-2,-1,3,3,0,0
1024,-4,-1,-4,-1,5,5,0,0
1025,-2,-2,-2,-2,4,4,0,0
1026,-1,-1,-1,-1,2,2,0,0
1027,0,-1,0,-1,1,1,0,0
1028,0,0,0,0,0,0,0,0
1029,0,-1,0,-1,1,1,0,0
1030,-1,0,-1,0,1,1,0,0
1031,-1,1,-1,1,2,2,0,0
1032,0,1,0,1,1,1,0,0
1033,0,1,0,1,1,1,0,0
1034,-2,0,-2,0,2,2,0,0
1035,-1,1,-1,1,2,2,0,0
1036,-1,0,-1,0,1,1,0,0
1037,-1,2,-1,2,3,3,0,0
1038,-2,0,-2,0,2,2,0,0
1039,-1,-1,-1,-1,2,2,0,0
1040,-2,0,-2,0,2,2,0,0
1041,0,1,0,1,1,1,0,0
1042,1,-1,1,-1,2,2,0,0
1043,0,1,0,1,1,1,0,0
1044,0,1,0,1,1,1,0,0
1045,-1,-1,-1,-1,2,2,0,0
1046,-1,0,-1,0,1,1,0,0
1047,-1,0,-1,0,1,1,0,0
1048,-2,1,-2,1,3,3,0,0
1049,-2,1,-2,1,3,3,0,0
1050,-1,0,-1,0,1,1,0,0
1051,-3,0,-3,0,3,3,0,0
1052,-1,-2,-1,-2,3,3,0,0
1053,-1,-1,-1,-1,2,2,0,0
1054,-1,-1,-1,-1,2,2,0,0
1055,-1,-1,-1,-1,2,2,0,0
1056,-1,-1,-1,-1,2,2,0,0
1057,0,-1,0,-1,1,1,0,0
1058,0,0,0,0,0,0,0,0
1059,0,0,0,0,0,0,0,0
1060,-1,0,-1,0,1,1,0,0
1061,-2,-1,-2,-1,3,3,0,0
1062,-2,-1,-2,-1,3,3,0,0
1063,-1,0,-1,0,1,1,0,0
1064,1,-1,1,-1,2,2,0,0
1065,1,-2,1,-2,3,3,0,0
1066,0,-1,0,-1,1,1,0,0
1067,0,-1,0,-1,1,1,0,0
1068,0,-1,0,-1,1,1,0,0
1069,-1,-1,-1,-1,2,2,0,0
1070,-1,0,-1,0,1,1,0,0
1071,-1,-1,-1,-1,2,2,0,0
1072,0,-2,0,-2,2,2,0,0
1073,1,0,1,0,1,1,0,0
1074,1,1,1,1,2,2,0,0
1075,0,0,0,0,0,0,0,0
1076,1,0,1,0,1,1,0,0
1077,1,0,1,0,1,1,0,0
1078,-1,1,-1,1,2,2,0,0
1079,-1,-1,-1,-1,2,2,0,0
1080,-1,0,-1,0,1,1,0,0
1081,-2,-1,-2,-1,3,3,0,0
1082,-1,-1,-1,-1,2,2,0,0
1083,-1,-1,-1,-1,2,2,0,0
1084,0,-1,0,-1,1,1,0,0
1085,-1,-2,-1,-2,3,3,0,0
1086,0,-1,0,-1,1,1,0,0
1087,-1,-1,-1,-1,2,2,0,0
1088,0,0,0,0,0,0,0,0
1089,0,0,0,0,0,0,0,0
1090,0,-1,0,-1,1,1,0,0
1091,0,-1,0,-1,1,1,0,0
1092,0,0,0,0,0,0,0,0
1093,-1,0,-1,0,1,1,0,0
1094,-2,1,-2,1,3,3,0,0
1095,-2,0,-2,0,2,2,0,0
1096,-1,-2,-1,-2,3,3,0,0
1097,-1,-1,-1,-1,2,2,0,0
1098,0,-1,0,-1,1,1,0,0
1099,0,-1,0,-1,1,1,0,0
1100,0,-1,0,-1,1,1,0,0
1101,-1,0,-1,0,1,1,0,0
1102,0,-1,0,-1,1,1,0,0
1103,-1,-2,-1,-2,3,3,0,0
1104,-1,-1,-1,-1,2,2,0,0
1105,0,0,0,0,0,0,0,0
1106,1,0,1,0,1,1,0,0
1107,0,-1,0,-1,1,1,0,0
1108,-1,0,-1,0,1,1,0,0
1109,-1,0,-1,0,1,1,0,0
1110,-2,-1,-2,-1,3,3,0,0
1111,0,-1,0,-1,1,1,0,0
1112,1,0,1,0,1,1,0,0
1113,-1,0,-1,0,1,1,0,0
1114,-1,0,-1,0,1,1,0,0
1115,-2,0,-2,0,2,2,0,0
1116,0,-1,0,-1,1,1,0,0
1117,0,0,0,0,0,0,0,0
1118,0,0,0,0,0,0,0,0
1119,-1,1,-1,1,2,2,0,0
1120,-2,0,-2,0,2,2,0,0
1121,-1,-1,-1,-1,2,2,0,0
1122,0,-1,0,-1,1,1,0,0
1123,0,0,0,0,0,0,0,0
1124,0,0,0,0,0,0,0,0
1125,-1,-1,-1,-1,2,2,0,0
1126,0,0,0,0,0,0,0,0
1127,-1,0,-1,0,1,1,0,0
1128,-1,-1,-1,-1,2,2,0,0
1129,-1,0,-1,0,1,1,0,0
1130,-2,0,-2,0,2,2,0,0
1131,0,0,0,0,0,0,0,0
1132,0,0,0,0,0,0,0,0
1133,-1,0,-1,0,1,1,0,0
1134,-1,0,-1,0,1,1,0,0
1135,0,1,0,1,1,1,0,0
1136,-1,-1,-1,-1,2,2,0,0
1137,0,-1,0,-1,1,1,0,0
1138,1,-2,1,-2,3,3,0,0
1139,1,-1,1,-1,2,2,0,0
1140,0,0,0,0,0,0,0,0
1141,-2,0,-2,0,2,2,0,0
1142,0,0,0,0,0,0,0,0
